PROLIFIC_PID,AwarenessType,Question,Answer,awarenext.corr,QuizAccuracy,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,GuessResp.keys,GuessResp.rt,Option1,Option2,Option3,Stim1,Stim2,SSAwareness,S2RAwareness,S2RAwarenessyn,S1Awarenessyn,S1Awareness,S1TransferAwareness
60fcebba7345a976efc9c080,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,5.0618,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
60fcebba7345a976efc9c080,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.9521,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
60fcebba7345a976efc9c080,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,2.8824,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
60fcebba7345a976efc9c080,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,1.1143,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
60fcebba7345a976efc9c080,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.5802,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60fcebba7345a976efc9c080,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,1.3305,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
60fcebba7345a976efc9c080,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,0,NA,k,5.9486,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,0,NA,NA,NA
60fcebba7345a976efc9c080,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,1,NA,d,7.6121,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,1,NA,NA,NA,NA
60fcebba7345a976efc9c080,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,2.9995,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
60fcebba7345a976efc9c080,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,1,NA,l,1.1657,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,1,NA
60fcebba7345a976efc9c080,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,2.8957,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60fcebba7345a976efc9c080,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,0.9007,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
60fcebba7345a976efc9c080,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,2.8848,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
60fcebba7345a976efc9c080,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,1.7999,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
5da6139c002c29001335b5a2,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2.8746,calm,neat,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
5da6139c002c29001335b5a2,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2.063,Don't Know,bold,fair,Jack,bold,1,NA,NA,NA,NA,NA
5da6139c002c29001335b5a2,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.4304,bold,Don't Know,calm,Ron,calm,1,NA,NA,NA,NA,NA
5da6139c002c29001335b5a2,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.035,Don't Know,bold,fair,Tim,fair,1,NA,NA,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,4.2447,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.0325,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,4.5508,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,1.3012,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
5da6139c002c29001335b5a2,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,1.8513,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
5da6139c002c29001335b5a2,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,0.7363,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
5da6139c002c29001335b5a2,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,2.7856,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,0.9012,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
5da6139c002c29001335b5a2,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,1.5552,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
5da6139c002c29001335b5a2,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,d,0.3013,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
5da6139c002c29001335b5a2,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,1.8018,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
5da6139c002c29001335b5a2,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,0,NA,d,0.1718,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,0,NA,NA,NA,NA
5da6139c002c29001335b5a2,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,0,NA,j,0.73740000000000006,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,0
5da6139c002c29001335b5a2,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,0.2629,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
5cfc7489e289a80016b6e29f,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,6.8829,Don't Know,neat,calm,Max,neat,1,NA,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.2002,Don't Know,neat,calm,Ron,calm,1,NA,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.2288,fair,Don't Know,bold,Tim,fair,1,NA,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.2271,bold,Don't Know,neat,Jack,bold,1,NA,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,0,NA,k,3.4585,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,0,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,4.1124,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,0,NA,n,3.8601,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,0,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,2.8175,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.3371,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
5cfc7489e289a80016b6e29f,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,0.9408,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
5cfc7489e289a80016b6e29f,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,0,NA,k,2.7613,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,0,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,2.0837,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,0,NA,k,2.1928,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,0,NA,NA
5cfc7489e289a80016b6e29f,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,d,1.7835,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
5cfc7489e289a80016b6e29f,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,1.9663,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
5cfc7489e289a80016b6e29f,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,0.4551,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
5cfc7489e289a80016b6e29f,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,1.7752,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
5cfc7489e289a80016b6e29f,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,0,NA,d,1.6335,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,0
59e1e3a23e4b5a00016a9c17,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4.0064,fair,neat,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.6172,Don't Know,bold,fair,Tim,fair,1,NA,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.7179,Don't Know,neat,bold,Jack,bold,1,NA,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7691,Don't Know,calm,neat,Ron,calm,1,NA,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,2.577,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,2.3988,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,2.0398,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,1.0046,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.8927,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
59e1e3a23e4b5a00016a9c17,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,0.7022,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,2.381,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,1.1411,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,2.5793,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
59e1e3a23e4b5a00016a9c17,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,1,NA,l,0.7876,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,1,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,1.622,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,0.5486,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
59e1e3a23e4b5a00016a9c17,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,2.5017,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
59e1e3a23e4b5a00016a9c17,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,0,NA,d,1.0606,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,0
6102dacce29b57b1e268c13a,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,9.5432,calm,Don't Know,neat,Ron,calm,1,NA,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3.3796,bold,fair,Don't Know,Jack,bold,1,NA,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2.2322,neat,bold,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.4156,calm,fair,Don't Know,Tim,fair,1,NA,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,5.5808,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,2.2746,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,3.5565,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,1.6136,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.7246,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
6102dacce29b57b1e268c13a,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,1.2968,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
6102dacce29b57b1e268c13a,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,3.1991,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,1.1127,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,0,NA,n,3.8077,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,0,NA,NA
6102dacce29b57b1e268c13a,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,k,3.4236,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
6102dacce29b57b1e268c13a,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,4.7666,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
6102dacce29b57b1e268c13a,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,1.9744,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
6102dacce29b57b1e268c13a,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,3.4158,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
6102dacce29b57b1e268c13a,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,4.2859,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
60fd080d5476f4a77211bafb,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6.0356,calm,fair,Don't Know,Ron,calm,1,NA,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.352,neat,bold,Don't Know,Jack,bold,1,NA,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,4.0785,neat,Don't Know,fair,Tim,fair,1,NA,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S-S Cued Recall,What word should have appeared?,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,4.6331,neat,Don't Know,fair,Max,neat,0,NA,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,7.1517,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.6507,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,0,NA,k,4.1343,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,0,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,3.3781,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.7198,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60fd080d5476f4a77211bafb,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,1.6888,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
60fd080d5476f4a77211bafb,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,3.0722,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,0.9447,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,0,NA,k,5.6492000000000004,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,0,NA,NA
60fd080d5476f4a77211bafb,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,k,2.6358,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
60fd080d5476f4a77211bafb,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,2.5645,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60fd080d5476f4a77211bafb,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,1.241,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
60fd080d5476f4a77211bafb,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,0,NA,k,2.1861,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,0
60fd080d5476f4a77211bafb,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,0,NA,k,1.3101,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,0
5f50732850c7c600098593df,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7.6838,neat,Don't Know,bold,Jack,bold,1,NA,NA,NA,NA,NA
5f50732850c7c600098593df,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,3.1368,bold,neat,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
5f50732850c7c600098593df,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.7935,Don't Know,calm,bold,Ron,calm,1,NA,NA,NA,NA,NA
5f50732850c7c600098593df,S-S Cued Recall,What word should have appeared?,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,2.9677,fair,Don't Know,bold,Tim,fair,0,NA,NA,NA,NA,NA
5f50732850c7c600098593df,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,9.1458,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
5f50732850c7c600098593df,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,4.0831,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
